"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"5391","NULL","NULL","a captain discusses his team's hurling championship - footage of team holding up trophy in celebration","Interview","CELEBRATION","","","","","","","","",""
"5392","NULL","NULL","softball team celebrates its championship trophy at home plate as they pose for the camera","Home Video","CELEBRATION","","","","","","","","",""
"5395","NULL","NULL","child's birthday party: singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5396","NULL","NULL","clips from a wedding and wedding reception","Home Video","CELEBRATION","","","","","","","","",""
"5398","NULL","NULL","footage of hotel staff parties","Home Video","CELEBRATION","","","","","","","","",""
"5399","NULL","NULL","video of child's birthday party","Home Video","CELEBRATION","","","","","","","","",""
"5400","NULL","NULL","footage of people eating and talking at a birthday party","Home Video","CELEBRATION","","","","","","","","",""
"5402","NULL","NULL","at birthday party, 'Happy Birthday' is sung and candles are blown out","Home Video","CELEBRATION","","","","","","","","",""
"5403","NULL","NULL","at a birthday party, 'Happy Birthday' is sung and cake is eaten","Home Video","CELEBRATION","","","","","","","","",""
"5404","P002","positive","footage of high school baseball game - runs batted in","Home Video","SPORTS","","","","","","","","",""
"5405","P002","positive","footage of a  youth baseball game - runs batted in","Home Video","SPORTS","","","","","","","","",""
"5408","NULL","NULL","Man dances in front of projector projecting world map.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5410","NULL","NULL","Man makes some sort of art.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5411","NULL","NULL","Workers repair eaves and begin to paint a house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"5421","NULL","NULL","A man gives a tour of his basement that is being waterproofed","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"5422","NULL","NULL","Woman makes necklace.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5423","NULL","NULL","a child runs outdoors","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"5425","NULL","NULL","footage of two men running on a city street and by the ocean","Demonstration","SPORTS","","","","","","","","",""
"5427","NULL","NULL","Man looks at graffitti wall.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"5428","NULL","NULL","video of men shooting rifles at targets and objects such as clay pigeons, street stumps, piles of wood","Home Video","DESTRUCTION","","","","","","","","",""
"5429","NULL","NULL","Man plays guitar and sings.","Home Video","MUSIC","","","","","","","","",""
"5430","NULL","NULL","Amateur footage from tech show.","Amateur Footage","INFORMATIVE","","","","","","","","",""
"5434","NULL","NULL","people driving to a hike.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"5435","NULL","NULL","Man hikes with dogs.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"5436","NULL","NULL","People hiking.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"5437","NULL","NULL","Men on a hiking trip.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"5438","NULL","NULL","The rapper atmosphere performs.","Home Video","PERFORMANCE","","","","","","","","",""
"5439","NULL","NULL","The rapper Atmosphere performs.","Home Video","PERFORMANCE","","","","","","","","",""
"5440","NULL","NULL","A demonstration of a bench press","Tutorial","SPORTS","","","","","","","","",""
"5442","NULL","NULL","A weighlifter does the incline dumbell benchpress","Amateur Footage","SPORTS","","","","","","","","",""
"5445","NULL","NULL","A weightlifter discusses the performance of the bench press","Tutorial","SPORTS","","","","","","","","",""
"5446","NULL","NULL","A man performs in an Olympic style lifting competition","Amateur Footage","SPORTS","","","","","","","","",""
"5447","NULL","NULL","A man performs the Olympic style lift 'clean and jerk'","Amateur Footage","SPORTS","","","","","","","","",""
"5448","NULL","NULL","A weightlifter  performs a full arm routine.","Amateur Footage","SPORTS","","","","","","","","",""
"5451","NULL","NULL","Segway training","Home Video","VEHICLES","","","","","","","","",""
"5453","NULL","NULL","Riding a segway","Home Video","VEHICLES","","","","","","","","",""
"5466","NULL","NULL","Children perform a song and dance on stage.","Performance","PERFORMANCE","","","","","","","","",""
"5467","NULL","NULL","Children perform a song and dance on stage","Performance","PERFORMANCE","","","","","","","","",""
"5470","NULL","NULL","Girls playing volleyball","Home Video","SPORTS","","","","","","","","",""
"5471","NULL","NULL","Playing pick up volleyball","Home Video","SPORTS","","","","","","","","",""
"5476","NULL","NULL","A toronto improv group holds a spontaneous dance party on the subway.","Amateur Footage","DANCE","","","","","","","","",""
"5484","NULL","NULL","A man gives a speech to the camera about teen pregnancy and sex education.","Home Video","INFORMATIVE","","","","","","","","",""
"5486","NULL","NULL","A woman gives a speech to a classroom, about Japan and Japanese culture.","Amateur Footage","INFORMATIVE","","","","","","","","",""
"5487","NULL","NULL","A young man gives a presentation on racoons.","Amateur Footage","INFORMATIVE","","","","","","","","",""
"5488","NULL","NULL","A young woman gives a speech about children with ADHD, for an online class.","Home Video","INFORMATIVE","","","","","","","","",""
"5489","NULL","NULL","A woman gives a speech about treating symptoms of ADHD.","Home Video","INFORMATIVE","","","","","","","","",""
"5490","NULL","NULL","A young man gives a speech about drunk driving.","Home Video","INFORMATIVE","","","","","","","","",""
"5492","NULL","NULL","A young woman gives a speech in a living room, about childhood obesity.","Home Video","INFORMATIVE","","","","","","","","",""
"5495","NULL","NULL","A young man gives a lecture on the negative effects of smoking cigarettes.","Home Video","INFORMATIVE","","","","","","","","",""
"5500","NULL","NULL","A woman gives a lecture in a living room on the value of faith-based recovery groups.","Home Video","INFORMATIVE","","","","","","","","",""
"5504","NULL","NULL","A woman gives a lecture to the camera about identity theft.","Amateur Footage","INFORMATIVE","","","","","","","","",""
"5508","NULL","NULL","Four people perform a song on stage for an audience","Performance","PERFORMANCE","","","","","","","","",""
"5509","NULL","NULL","children perform a song on stage","Performance","PERFORMANCE","","","","","","","","",""
"5510","NULL","NULL","Children and teenagers perform in a musical","Performance","PERFORMANCE","","","","","","","","",""
"5512","NULL","NULL","Men and women sing and dance on stage","Performance","PERFORMANCE","","","","","","","","",""
"5515","NULL","NULL","Young children sing on a stage","Performance","PERFORMANCE","","","","","","","","",""
"5517","NULL","NULL","Men perform in a religious musical.","Performance","PERFORMANCE","","","","","","","","",""
"5519","NULL","NULL","children play instruments","Home Video","PERFORMANCE","","","","","","","","",""
"5522","NULL","NULL","A man eats candy","Video Blog","FOOD & DRINK","","","","","","","","",""
"5523","NULL","NULL","A boy eats candy","Home Video","FOOD & DRINK","","","","","","","","",""
"5524","NULL","NULL","A man eats fizzy candy","Home Video","FOOD & DRINK","","","","","","","","",""
"5526","NULL","NULL","A girl eats cotton candy","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"5527","NULL","NULL","A woman shows how to make candied nuts.","Tutorial","FOOD & DRINK","","","","","","","","",""
"5528","NULL","NULL","A little boy eats candy and waves","Home Video","FOOD & DRINK","","","","","","","","",""
"5530","NULL","NULL","A little girl eats a sour candy","Amateur Footage","CHILDREN","","","","","","","","",""
"5531","NULL","NULL","Footage of a classroom full of children singing a religious song.","Home Video","CHILDREN","","","","","","","","",""
"5535","NULL","NULL","Two little children dance around for the camera in a living room.","Home Video","CHILDREN","","","","","","","","",""
"5536","NULL","NULL","Two children playing around on the floor together.","Home Video","CHILDREN","","","","","","","","",""
"5546","NULL","NULL","Two guys perform music on a moving underground train.","Amateur Footage","MUSIC","","","","","","","","",""
"5547","NULL","NULL","A band perform a live show which is also an art exhibit.","Amateur Footage","MUSIC","","","","","","","","",""
"5554","NULL","NULL","A woman sings a song for an audience, with a group of men backing her up with guitars.","Performance","MUSIC","","","","","","","","",""
"5555","NULL","NULL","A group of men perform a song for an audience by singing and playing guitars.","Performance","MUSIC","","","","","","","","",""
"5557","NULL","NULL","A man is playing the flute on the street, along to a recording.","Amateur Footage","MUSIC","","","","","","","","",""
"5559","NULL","NULL","An ensemble of musicians performs live, onstage, for an audience.","Performance","MUSIC","","","","","","","","",""
"5560","NULL","NULL","A band performs a song onstage.","Performance","MUSIC","","","","","","","","",""
"5561","NULL","NULL","A band performs a song live, onstage.","Performance","MUSIC","","","","","","","","",""
"5562","NULL","NULL","A band performs a song live, onstage.","Performance","MUSIC","","","","","","","","",""
"5563","NULL","NULL","A band performs a song live, onstage.","Performance","MUSIC","","","","","","","","",""
"5564","NULL","NULL","A band performs a song live, onstage.","Amateur Footage","MUSIC","","","","","","","","",""
"5565","NULL","NULL","A man sings and plays guitar onstage for an audience.","Performance","MUSIC","","","","","","","","",""
"5572","NULL","NULL","Street performers dance","Amateur Footage","DANCE","","","","","","","","",""
"5574","NULL","NULL","Breakdancing in the snow","Amateur Footage","DANCE","","","","","","","","",""
"5575","NULL","NULL","A man incorporates a longboard into his break dance","Amateur Footage","DANCE","","","","","","","","",""
"5576","NULL","NULL","Dancers break dance before a large crowd","Amateur Footage","DANCE","","","","","","","","",""
"5577","NULL","NULL","Break dancers perform at Toronto's Buskerfest at Church and Front","Amateur Footage","DANCE","","","","","","","","",""
"5579","NULL","NULL","young children and a woman dance as a baby sleeps","Home Video","CHILDREN","","","","","","","","",""
"5584","NULL","NULL","footage of fireworks with people talking in background","Amateur Footage","CELEBRATION","","","","","","","","",""
"5585","NULL","NULL","footage of fireworks","Amateur Footage","CELEBRATION","","","","","","","","",""
"5587","NULL","NULL","Footage of a marching band in kilts","Amateur Footage","CELEBRATION","","","","","","","","",""
"5592","NULL","NULL","people setting of fireworks and playing with them","Amateur Footage","CELEBRATION","","","","","","","","",""
"5593","NULL","NULL","a female bends her feet around to face backwards","Amateur Footage","PERFORMANCE","","","","","","","","",""
"5595","NULL","NULL","breakdancing in Central Park","Amateur Footage","DANCE","","","","","","","","",""
"5596","NULL","NULL","A man attemps to breakdance on the bottom of a pool","Amateur Footage","DANCE","","","","","","","","",""
"5597","NULL","NULL","Footage of people dancing at a party at night","Amateur Footage","CELEBRATION","","","","","","","","",""
"5598","NULL","NULL","people dancing at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5599","NULL","NULL","A couple dancing at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5601","NULL","NULL","footage of couples dancing to Van Morrison at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5602","NULL","NULL","footage of couples dancing","Amateur Footage","CELEBRATION","","","","","","","","",""
"5609","NULL","NULL","people participating in a hotdog eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5610","NULL","NULL","silent footage of people dancing at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5611","NULL","NULL","people standing around in a room at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5612","NULL","NULL","breakdancing practice in Hanoi","Amateur Footage","DANCE","","","","","","","","",""
"5614","NULL","NULL","breakdancing in a park","Amateur Footage","DANCE","","","","","","","","",""
"5618","NULL","NULL","people participating in various eating contests","Home Video","COMPETITION","","","","","","","","",""
"5619","NULL","NULL","A dance off between crews from MIT and Harvard","Demonstration","DANCE","","","","","","","","",""
"5620","NULL","NULL","footage of a woman doing a dance to drums","Amateur Footage","CELEBRATION","","","","","","","","",""
"5625","NULL","NULL","footage of people dancing at a huge party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5627","NULL","NULL","people dancing in matching outfits at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5629","NULL","NULL","A man tries to demonstrate 'the Turtle' with questionable skill","Amateur Footage","DANCE","","","","","","","","",""
"5634","NULL","NULL","a man scores a log with a chainsaw","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5638","NULL","NULL","a man chopping a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5639","NULL","NULL","a man chops a log with an axe","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5641","NULL","NULL","people participating in a meatball eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5643","NULL","NULL","Breakdancing in a mall","Amateur Footage","DANCE","","","","","","","","",""
"5644","NULL","NULL","people participating in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5645","NULL","NULL","a man cuts a tree with a chainsaw and a truck s pulls it down","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5647","NULL","NULL","two people spinning molten glass","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5648","NULL","NULL","people participating in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5649","NULL","NULL","A man demonstrates the front squat.","Demonstration","SPORTS","","","","","","","","",""
"5651","NULL","NULL","a man working with glass in a glass studio","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5654","NULL","NULL","a man works with glass in a glass studio","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5655","NULL","NULL","A male shapes hot glass and a female heats up glass","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5659","NULL","NULL","silent footage of glass heads and a male working with glass in a kiln and blowing it into a mold.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5661","NULL","NULL","a female works with glass in a kiln","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5662","NULL","NULL","a male working with glass and a torch","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5663","NULL","NULL","a person works in a glass studio","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5664","NULL","NULL","a man weaves on a loom","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5665","NULL","NULL","a woman weaves using a manual machine of some sort","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5666","NULL","NULL","a man carves a sculpture out of wood","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5667","NULL","NULL","a boy carves wood on a lathe","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5668","NULL","NULL","a baby gets its face painted","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5673","NULL","NULL","a child get it's face painted","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5674","NULL","NULL","a girl gets her face painted","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5677","NULL","NULL","a child gets it's face painted","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5684","NULL","NULL","a girl plays violin at a recital accompanied by piano offscreen","Amateur Footage","MUSIC","","","","","","","","",""
"5689","NULL","NULL","a boy plays the piano at a recital","Amateur Footage","MUSIC","","","","","","","","",""
"5691","NULL","NULL","people participate in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5692","NULL","NULL","people participate in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5697","NULL","NULL","people participate in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5698","NULL","NULL","people participate in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5699","NULL","NULL","people participate in a funnel cake eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5701","NULL","NULL","people participating in a pickle eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5702","NULL","NULL","people participate in an eating contest","Amateur Footage","COMPETITION","","","","","","","","",""
"5712","NULL","NULL","men doing cartwheels","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"5715","NULL","NULL","person on a trampoline","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5716","NULL","NULL","person doing skateboard tricks on a trampoline","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5718","NULL","NULL","woman shaving off a man's mustache","Amateur Footage","GROOMING","","","","","","","","",""
"5719","NULL","NULL","person telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5724","NULL","NULL","child telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5725","NULL","NULL","child telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5728","NULL","NULL","person making a pun","Amateur Footage","COMEDY","","","","","","","","",""
"5729","NULL","NULL","children telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5730","NULL","NULL","child telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5733","NULL","NULL","person tells a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5735","NULL","NULL","child telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5736","NULL","NULL","person telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5737","NULL","NULL","person tells a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5738","NULL","NULL","person telling a gibberish joke","Amateur Footage","COMEDY","","","","","","","","",""
"5740","NULL","NULL","person telling a joke","Amateur Footage","COMEDY","","","","","","","","",""
"5743","NULL","NULL","child telling a knock knock joke","Amateur Footage","COMEDY","","","","","","","","",""
"5753","NULL","NULL","people fencing","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"5754","NULL","NULL","people fencing","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5765","NULL","NULL","a child eats cake at his birthday party","Home Video","CHILDREN","","","","","","","","",""
"5766","NULL","NULL","a family sings the birthday song for 1 year old Danny","Home Video","CHILDREN","","","","","","","","",""
"5768","NULL","NULL","a family celebrates a child's birthday","Home Video","CHILDREN","","","","","","","","",""
"5771","NULL","NULL","a child eats cake","Home Video","CHILDREN","","","","","","","","",""
"5772","NULL","NULL","a family celebrates their child's birthday and he eats cake and strawberries","Home Video","CHILDREN","","","","","","","","",""
"5774","NULL","NULL","Concert footage of band Pavement.","Home Video","PERFORMANCE","","","","","","","","",""
"5778","NULL","NULL","A look into the art & craftmanship of Budhist culture.","Performance","INFORMATIVE","","","","","","","","",""
"5779","NULL","NULL","a family celebrates Ruby's first birthday","Home Video","CHILDREN","","","","","","","","",""
"5781","NULL","NULL","a family celebrates their child's first birthday with a cake","Home Video","CHILDREN","","","","","","","","",""
"5782","NULL","NULL","footage of a birthday party of a child","Home Video","CHILDREN","","","","","","","","",""
"5785","NULL","NULL","two girls have cake","Home Video","CHILDREN","","","","","","","","",""
"5786","NULL","NULL","a family celebrates their child's first birthday with a cake","Home Video","CHILDREN","","","","","","","","",""
"5787","NULL","NULL","a family celebrates Teaghans first birthday","Home Video","CHILDREN","","","","","","","","",""
"5789","NULL","NULL","a child has her first cup cake","Home Video","CHILDREN","","","","","","","","",""
"5790","NULL","NULL","a family celebrates Alice's first birthday with cake and a party","Home Video","CHILDREN","","","","","","","","",""
"5792","NULL","NULL","a baby eats prosciutto at her birthday party and the camera man walks around the house and films various adults and children","Home Video","CHILDREN","","","","","","","","",""
"5795","NULL","NULL","two males do hand gestures","Amateur Footage","PERFORMANCE","","","","","","","","",""
"5799","NULL","NULL","a person jumps their bike on a ramp in the snow","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5800","NULL","NULL","a male climbs a tree and jumps into a creek,lake, pond or river","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5801","NULL","NULL","a male jumps off a cliff into a waterfall","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5802","NULL","NULL","a person jumps of a cliff into water","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5805","NULL","NULL","footage of a large snake","Amateur Footage","ANIMALS","","","","","","","","",""
"5806","NULL","NULL","a snake slithers on the ground","Amateur Footage","ANIMALS","","","","","","","","",""
"5810","NULL","NULL","footage of a snake slithering away","Amateur Footage","ANIMALS","","","","","","","","",""
"5811","NULL","NULL","two people move a large snake from one drawer to another","Amateur Footage","ANIMALS","","","","","","","","",""
"5812","NULL","NULL","a person has a snake around hem at a park or public place","Amateur Footage","ANIMALS","","","","","","","","",""
"5813","NULL","NULL","a group of people hand different snakes and poke them with a spike","Amateur Footage","ANIMALS","","","","","","","","",""
"5815","NULL","NULL","A man performs the yoke walk in a strongman competition","Amateur Footage","SPORTS","","","","","","","","",""
"5816","NULL","NULL","A man performs very heavy pinwheel curls.","Amateur Footage","SPORTS","","","","","","","","",""
"5817","NULL","NULL","A man performs t-bar rows","Amateur Footage","SPORTS","","","","","","","","",""
"5818","NULL","NULL","A man performs skull crushers","Amateur Footage","SPORTS","","","","","","","","",""
"5819","NULL","NULL","A man performs skullcrushers","Amateur Footage","SPORTS","","","","","","","","",""
"5820","NULL","NULL","A bodybuilder performs deadlifts","Other","SPORTS","","","","","","","","",""
"5824","NULL","NULL","Sportsfans create cheers for Canadian Artists","Interview","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5825","NULL","NULL","A man demonstrates glass blowing at a public festival","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"5826","NULL","NULL","a group of people hold a huge snake","Amateur Footage","ANIMALS","","","","","","","","",""
"5830","NULL","NULL","a woman some children handle a snake","Amateur Footage","ANIMALS","","","","","","","","",""
"5831","NULL","NULL","a man with glasses holds a snake","Amateur Footage","ANIMALS","","","","","","","","",""
"5834","NULL","NULL","several children hand a lizard","Amateur Footage","ANIMALS","","","","","","","","",""
"5836","NULL","NULL","a boy holds a large lizard and explains how it was caught","Amateur Footage","ANIMALS","","","","","","","","",""
"5837","NULL","NULL","a mand holds a very plump lizard and shows it to children","Amateur Footage","ANIMALS","","","","","","","","",""
"5838","NULL","NULL","a girl has a lizard on her head","Amateur Footage","ANIMALS","","","","","","","","",""
"5841","NULL","NULL","people hold and pet a lizard while someone sings and plays guitar off camera","Amateur Footage","ANIMALS","","","","","","","","",""
"5842","NULL","NULL","a person handles a lizard and it bites his finger","Amateur Footage","ANIMALS","","","","","","","","",""
"5844","NULL","NULL","a girl holds a lizard while wearing gloves","Amateur Footage","ANIMALS","","","","","","","","",""
"5847","NULL","NULL","five people jump on a trampoline","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5848","NULL","NULL","two boys play on a trampoline","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5849","NULL","NULL","two children slowly bounce on a trampoline.  Audio doesn't match video","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5850","NULL","NULL","a small child tumbles on a trampoline","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5851","NULL","NULL","A child named Henry runs around on a trampoline","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5852","NULL","NULL","two girls jump on a small trampoline","Amateur Footage","CHILDREN","","","","","","","","",""
"5853","NULL","NULL","two people are on a trampoline and one unsuccessfully attempts to do a double back flip","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5854","NULL","NULL","a small child jumps and sings on a trampoline","Amateur Footage","CHILDREN","","","","","","","","",""
"5860","NULL","NULL","a person gets their hair trimmed in the back with clippers","Amateur Footage","GROOMING","","","","","","","","",""
"5861","NULL","NULL","a child gets a hair cut in a salon","Amateur Footage","GROOMING","","","","","","","","",""
"5863","NULL","NULL","a girl braids her hair and gets the braids cut off","Amateur Footage","GROOMING","","","","","","","","",""
"5864","NULL","NULL","two people cut a guys hair in fast motion","Amateur Footage","GROOMING","","","","","","","","",""
"5865","NULL","NULL","a child gets a hair cut in the lap of a woman at a salon","Amateur Footage","GROOMING","","","","","","","","",""
"5866","NULL","NULL","a male gets a hair cut","Amateur Footage","GROOMING","","","","","","","","",""
"5867","NULL","NULL","footage of a man after he got his hair cut","Amateur Footage","GROOMING","","","","","","","","",""
"5869","NULL","NULL","a child gets second hair cut","Amateur Footage","GROOMING","","","","","","","","",""
"5870","NULL","NULL","a child cries as getting a hair cut","Amateur Footage","GROOMING","","","","","","","","",""
"5871","NULL","NULL","a child grimaces while getting a hair cut in a car shaped chair","Amateur Footage","GROOMING","","","","","","","","",""
"5873","NULL","NULL","a child gets a hair cut","Amateur Footage","GROOMING","","","","","","","","",""
"5874","NULL","NULL","a child gets hair cut with clippers","Home Video","GROOMING","","","","","","","","",""
"5875","NULL","NULL","a child gets a shaved head","Amateur Footage","GROOMING","","","","","","","","",""
"5876","NULL","NULL","a very blurry video of performance and haircut","Amateur Footage","GROOMING","","","","","","","","",""
"5878","NULL","NULL","Aiden gets a hair cut while in someone's lap","Amateur Footage","GROOMING","","","","","","","","",""
"5882","NULL","NULL","a child gets a hair cut","Amateur Footage","GROOMING","","","","","","","","",""
"5884","NULL","NULL","a girl eats ice cream and someone gets their head shaved","Amateur Footage","GROOMING","","","","","","","","",""
"5885","NULL","NULL","a person launches a block with a tiny catapult","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5886","NULL","NULL","a girl launches another girl with her legs","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"5890","NULL","NULL","a person launches a rubber chicken with a sling shot","Amateur Footage","SCIENCE & TECHNOLOGY","","","","","","","","",""
"5892","NULL","NULL","a man launches something with a homemade device","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"5894","NULL","NULL","people launch a red ball with a home made trebuchet","Amateur Footage","PERFORMANCE","","","","","","","","",""
"5895","NULL","NULL","A boy eats pie.","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"5896","NULL","NULL","People eat pie in a contest.","Amateur Footage","COMPETITION","","","","","","","","",""
"5898","NULL","NULL","A girl eats pie.","Home Video","FOOD & DRINK","","","","","","","","",""
"5926","NULL","NULL","a person spells 'powder' in a spelling bee","Amateur Footage","COMPETITION","","","","","","","","",""
"5949","NULL","NULL","children compete in a geography bee","Amateur Footage","COMPETITION","","","","","","","","",""
"5953","NULL","NULL","Graduation at an army base","Amateur Footage","MILITARY","","","","","","","","",""
"5962","NULL","NULL","a very blurry child burps","Amateur Footage","CHILDREN","","","","","","","","",""
"5963","NULL","NULL","three blurry children burp","Amateur Footage","CHILDREN","","","","","","","","",""
"5966","NULL","NULL","people do some form of martial arts","Amateur Footage","COMPETITION","","","","","","","","",""
"5973","NULL","NULL","some people spar in karate tournament","Amateur Footage","COMPETITION","","","","","","","","",""
"5974","NULL","NULL","two teams compete in soccer game","Amateur Footage","COMPETITION","","","","","","","","",""
"5976","NULL","NULL","people dancing at a party","Amateur Footage","CELEBRATION","","","","","","","","",""
"5977","NULL","NULL","child singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"5978","NULL","NULL","people singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"5979","NULL","NULL","people singing happy birthday; child opening presents","Amateur Footage","CELEBRATION","","","","","","","","",""
"5980","NULL","NULL","people singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"5981","NULL","NULL","children singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"5983","NULL","NULL","people singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"5988","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5989","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5992","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5993","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5994","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5995","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5996","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"5997","NULL","NULL","people singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"5999","NULL","NULL","people singing happy birthday","Amateur Footage","CELEBRATION","","","","","","","","",""
"6000","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"6004","NULL","NULL","people singing happy birthday","Home Video","CELEBRATION","","","","","","","","",""
"6005","NULL","NULL","people playing bagpipes and drums","Amateur Footage","MUSIC","","","","","","","","",""
